LdotV,L_up,L_right,ShadowSmooth,ShadowLocation,ExposureScale
0.49841154689279493,0.5479120971119267,0.7756020166087546,0.5871163577338387,-0.2697080713508279,1.1542625278641112
-0.3364446099505865,0.7171958398227649,0.22627548539965056,0.7909551226101318,0.47522186881624406,0.5970742577371635
-0.39140626877351054,-0.8116453042247009,-0.577311637895911,0.5176568263434755,0.38699344969134714,0.7898842256501072
-0.5695693890149329,0.5222794039807059,-0.1915881338759436,0.7734322428357097,0.257403674178398,0.6524235981643685
-0.09357691888784095,-0.7437727346489083,0.6362161791575063,0.44883899562518825,0.6504905107231891,0.9264920190016498
-0.49506946896639936,-0.25840395153483753,-0.8655558520240693,0.563994592402696,0.24954913729913492,0.7874995364413199
-0.6851081826728117,0.2877302401613291,-0.4227479524910842,0.7601867718720637,0.06430669484435016,0.7255223923203019
0.8662940764116684,-0.11317160234533774,-0.14161065651182286,0.27919609654932526,-0.1920170965556065,1.1110690193453896
0.40032906907442256,0.1091695740316696,-0.9151778426836725,0.46075151211053184,0.1757082439547119,0.9218855246888326
-0.2647128389732609,0.6552623439851641,0.5113209707971996,0.8665901930732401,0.384536945399954,0.6256346857090259
0.823744567601803,0.5161754801707477,0.5229263900321021,0.39917901884283646,-0.21156574430932035,1.284234004315011
0.16432484087677757,0.9413960487898065,-0.26406275092961384,0.71334442196487,0.22425386700396804,0.7501118910600593
0.9340762120025881,0.5567669941475237,-0.28315245934073213,0.3874406082037358,0.3028796898592647,0.9822550304192793
0.2254054586242548,-0.06655799254593164,-0.9602294984858507,0.4535469729898495,0.17724283127299023,0.9502942153071466
-0.8730317059954457,-0.6914210158649043,0.2950265394908018,1.121704080823957,-0.10850918664569817,0.6846295999596531
0.02289691706212423,0.48952431181563427,-0.8538829666101081,0.7188148468281791,-0.10141842288906126,0.8317714392554856
0.49752262896428845,-0.3483492837236961,0.6436413682937737,0.16893795125190017,0.44830273138185434,1.0832739406590406
0.8338545077915058,-0.06088837744838416,-0.37052206288108763,0.3166766211765631,-0.13699287411728608,1.0541682773888539
-0.18722770474750688,-0.7401569893290567,0.6646147272765792,0.5427891579203437,0.6028185918562875,0.8869676625660122
-0.8862724726564468,-0.5461813018982318,0.4044067663817731,1.2055938887344535,-0.11747104020979882,0.6884024110789472
-0.8441950686719686,-0.12569616225533853,-0.4924936111358473,0.7425724040474347,0.1046557129341715,0.7100302891039303
0.9355435467945689,0.40053020400449824,0.3499370868472091,0.3197352799184985,-0.12182255260341845,1.2436016686773999
-0.39751259115508925,0.6645196027904021,-0.252087701737227,0.7565793746057409,0.2015200925166156,0.6588659995167278
0.7893049491582288,-0.22504324193965108,0.2323836921842362,0.19758196603011485,-0.04147048632156781,1.1652662718990072
0.8014362172968543,0.364991007949951,-0.5945636824480571,0.39870931518750063,0.28087584768883866,0.8950151620925842
-0.19428754458750952,-0.6001835950497834,-0.7990066310257781,0.44434477669288946,0.36667941770751045,0.8852084806133397
-0.4330080418814839,0.5738487550042768,0.4175456072908271,0.8911114287861733,0.47315209483880244,0.5788339362389169
